shipment_id,city_id,timestamp,fuel_consumed_liters,temperature_2m,windspeed_10m,precipitation,weathercode
8340,2911298,2022-07-20 15:45:24.613996,280.95,37.9,14.4,0.0,0
8306,2911298,2022-07-17 16:15:54.353674,448.36,21.5,12.2,0.0,3
8319,2911298,2022-07-02 14:50:06.093430,504.58,22.9,13.9,0.0,3
8271,2911298,2022-07-28 00:37:38.708109,424.36,13.1,7.3,0.0,1
8281,2911298,2022-07-08 16:07:08.772434,270.3,20.0,25.6,0.0,1
8278,2911298,2022-07-03 12:04:48.752249,156.52,24.0,4.6,0.0,0
2251,2911298,2022-07-27 12:56:42.460205,212.4,18.3,22.6,0.0,3
8195,2911298,2022-07-27 15:43:28.455705,172.38,19.0,23.9,0.0,3
8168,2911298,2022-07-26 07:20:10.645209,163.73,17.5,18.0,0.0,3
8150,2911298,2022-07-20 20:41:39.868762,54.77,25.8,19.1,0.0,0
8053,2911298,2022-07-08 12:43:39.084559,325.93,17.5,21.9,0.1,51
8131,2911298,2022-07-08 12:52:33.660099,166.94,17.5,21.9,0.1,51
8088,2911298,2022-07-23 04:35:06.114287,337.45,13.8,7.7,0.0,3
8125,2911298,2022-07-28 20:13:53.121721,358.07,19.2,1.9,0.0,3
8073,2911298,2022-07-28 14:01:26.818320,163.17,17.9,2.8,0.0,3
1979,2911298,2022-07-01 19:06:59.996689,214.96,17.1,8.4,0.0,3
1354,2911298,2022-07-09 15:44:05.451616,203.34,20.1,26.6,0.1,51
8023,2911298,2022-07-01 16:50:43.790549,458.38,17.5,13.4,0.2,51
7973,2911298,2022-07-17 23:18:17.247987,162.93,16.6,4.6,0.0,0
7999,2911298,2022-07-22 08:21:52.149619,411.13,16.4,15.0,0.2,51
7942,2911298,2022-07-15 00:32:44.705723,310.35,13.1,14.2,0.0,0
7879,2911298,2022-07-20 11:38:24.215561,430.91,32.3,11.8,0.0,0
7927,2911298,2022-07-02 15:36:26.362694,492.81,23.4,14.3,0.0,3
7909,2911298,2022-07-25 05:26:55.739293,536.22,20.1,14.0,0.0,3
7949,2911298,2022-07-30 05:16:57.211969,331.02,15.9,8.2,0.0,3
7954,2911298,2022-07-01 05:12:48.155310,386.43,18.4,8.1,0.0,3
7851,2911298,2022-07-06 02:44:39.113438,338.88,13.4,13.3,0.0,2
7816,2911298,2022-07-18 20:46:53.259917,315.9,26.1,4.7,0.0,3
7797,2911298,2022-07-23 08:41:42.577744,183.37,14.9,11.4,0.6,53
7821,2911298,2022-07-20 12:19:15.530939,169.37,34.7,12.4,0.0,0
921,2911298,2022-07-30 21:56:22.499762,200.7,20.2,8.4,0.3,51
9764,2911298,2022-07-12 07:41:57.371833,291.51,13.2,5.9,0.0,0
9748,2911298,2022-07-15 13:26:08.241853,296.6,18.9,24.3,0.0,3
9510,2911298,2022-07-30 17:33:11.726002,281.08,25.8,4.3,0.0,1
8631,2911298,2022-07-12 17:27:57.860819,281.76,24.8,10.0,0.0,3
8352,2911298,2022-07-15 16:45:32.401780,288.87,19.2,23.5,0.0,3
7668,2911298,2022-07-04 19:15:46.272589,437.06,20.5,20.4,0.0,1
7718,2911298,2022-07-15 12:16:41.932860,305.31,18.5,24.3,0.0,3
7693,2911298,2022-07-21 02:27:35.555357,57.5,18.8,13.5,0.0,3
7614,2911298,2022-07-17 17:58:15.628019,422.97,21.2,14.3,0.0,3
7642,2911298,2022-07-30 19:44:49.608258,160.93,24.4,8.3,0.0,1
7593,2911298,2022-07-27 11:10:41.470388,175.14,18.2,23.1,0.0,3
7625,2911298,2022-07-18 14:51:07.010674,415.88,26.6,10.6,0.0,3
7611,2911298,2022-07-03 13:45:44.975561,168.99,25.2,7.0,0.0,1
7582,2911298,2022-07-11 18:17:45.442051,169.29,21.1,11.4,0.0,3
7550,2911298,2022-07-22 13:21:21.915311,166.12,19.8,18.5,0.0,3
7512,2911298,2022-07-05 16:26:13.095664,367.75,19.7,19.2,0.0,2
7428,2911298,2022-07-02 23:34:05.954997,391.66,17.7,14.1,0.0,1
7451,2911298,2022-07-02 01:14:03.538897,392.31,12.8,6.4,0.0,0
7450,2911298,2022-07-06 06:06:47.731163,401.76,12.8,11.6,0.0,2
7805,2911298,2022-07-16 03:41:32.281980,298.21,14.7,19.6,0.7,53
7333,2911298,2022-07-27 23:26:58.231967,538.59,14.1,8.5,0.0,1
7349,2911298,2022-07-16 23:39:40.012668,163.68,13.5,13.0,0.0,3
7306,2911298,2022-07-28 18:59:29.901107,176.3,19.7,4.6,0.0,3
7367,2911298,2022-07-24 02:18:50.238513,315.69,12.1,5.3,0.0,0
7298,2911298,2022-07-24 03:18:17.116510,167.76,10.6,6.6,0.0,0
7660,2911298,2022-07-04 13:48:52.201404,289.93,21.4,20.3,0.0,2
7181,2911298,2022-07-17 15:18:03.367294,295.48,21.5,13.5,0.0,3
7204,2911298,2022-07-10 14:53:14.618343,433.06,18.0,26.2,0.0,3
7237,2911298,2022-07-17 12:56:44.409150,168.25,19.7,16.4,0.0,1
7233,2911298,2022-07-26 23:31:35.328483,347.8,14.3,13.4,0.0,3
7375,2911298,2022-07-03 01:24:09.247210,295.62,16.6,11.0,0.0,3
7155,2911298,2022-07-27 10:05:08.609751,305.14,17.6,23.0,0.0,3
6838,2911298,2022-07-19 03:21:58.486608,289.47,14.4,8.7,0.0,0
6596,2911298,2022-07-29 05:58:39.451270,298.3,11.8,10.6,0.0,3
4696,2911298,2022-07-13 08:38:38.956262,282.93,20.4,13.1,0.0,3
7080,2911298,2022-07-27 05:39:59.551828,172.44,13.3,12.8,0.0,3
6937,2911298,2022-07-01 18:10:38.236299,394.55,17.2,11.5,0.1,51
6925,2911298,2022-07-26 03:49:22.301176,186.81,17.3,15.5,0.0,2
6854,2911298,2022-07-28 04:36:13.506957,250.84,9.5,6.5,0.0,3
6797,2911298,2022-07-26 10:57:00.359309,269.79,19.3,19.1,0.1,51
6873,2911298,2022-07-28 01:16:22.799760,60.58,11.9,6.0,0.0,1
6791,2911298,2022-07-04 23:43:39.168150,411.61,15.1,9.1,0.0,0
6811,2911298,2022-07-01 03:33:17.531542,176.01,19.6,6.9,1.5,61
4524,2911298,2022-07-12 10:06:57.249500,303.68,18.5,9.5,0.0,3
3707,2911298,2022-07-02 06:18:46.721801,295.29,12.9,9.4,0.0,0
3696,2911298,2022-07-17 11:08:38.938006,288.24,18.2,16.1,0.0,3
6765,2911298,2022-07-10 07:24:08.517478,322.42,13.7,16.4,0.0,1
6703,2911298,2022-07-22 11:24:02.938777,396.15,19.0,19.1,0.0,3
6694,2911298,2022-07-29 06:16:08.789064,168.88,12.2,11.2,0.0,3
6652,2911298,2022-07-29 14:48:58.235786,58.79,23.4,11.5,0.0,3
6621,2911298,2022-07-03 04:31:07.800460,191.53,18.2,13.6,0.0,1
6559,2911298,2022-07-05 05:50:27.241234,163.04,12.0,10.0,0.0,0
6461,2911298,2022-07-02 00:37:55.115538,169.17,14.0,4.4,0.0,0
6447,2911298,2022-07-28 22:07:26.169875,178.12,15.9,12.9,0.0,3
6416,2911298,2022-07-16 16:03:08.629367,175.79,18.7,27.3,0.0,3
6314,2911298,2022-07-17 06:30:31.029584,397.56,10.5,9.7,0.0,3
6394,2911298,2022-07-25 12:17:35.092420,184.43,30.1,16.4,0.0,3
6319,2911298,2022-07-02 08:33:03.997614,167.55,15.9,10.2,0.0,0
6315,2911298,2022-07-19 14:47:55.093164,174.19,32.1,5.1,0.0,1
2688,2911298,2022-07-06 12:09:38.935366,306.2,16.2,18.5,0.0,3
2106,2911298,2022-07-27 17:34:42.986401,287.98,18.6,22.7,0.0,3
6303,2911298,2022-07-26 13:55:00.621337,335.27,21.0,22.0,0.0,1
6252,2911298,2022-07-07 13:07:03.911901,325.3,19.8,22.0,0.2,51
6231,2911298,2022-07-30 13:49:29.369890,274.03,24.5,2.1,0.0,0
6213,2911298,2022-07-30 04:08:19.682518,184.53,16.4,8.9,0.6,53
1405,2911298,2022-07-20 01:54:13.881597,298.59,24.0,13.5,0.0,3
1238,2911298,2022-07-24 12:19:54.083074,288.85,25.1,14.7,0.0,2
1148,2911298,2022-07-29 20:11:52.682621,284.16,22.2,16.8,0.0,3
6153,2911298,2022-07-29 08:17:01.556713,337.06,14.2,8.2,0.0,3
6203,2911298,2022-07-02 08:15:21.127491,170.42,15.9,10.2,0.0,0
6196,2911298,2022-07-23 12:56:58.512260,55.2,17.7,17.5,0.0,3
6190,2911298,2022-07-30 15:36:33.915386,395.01,24.8,2.1,0.2,51
6204,2911298,2022-07-23 01:47:34.103147,171.55,16.1,7.1,0.0,3
1106,2911298,2022-07-08 02:57:59.834326,308.73,13.4,18.0,0.0,0
544,2911298,2022-07-09 00:38:08.361505,286.23,13.2,13.2,0.0,3
464,2911298,2022-07-05 14:52:14.859457,283.02,20.5,18.2,0.0,2
8920,2911298,2022-07-27 04:00:04.551646,317.75,12.6,11.6,0.0,3
6100,2911298,2022-07-30 11:01:04.720008,326.85,21.6,5.2,0.0,3
6018,2911298,2022-07-13 03:05:42.585531,522.56,18.4,10.7,0.0,1
6030,2911298,2022-07-19 21:22:09.905339,173.43,28.3,13.9,0.0,0
8688,2911298,2022-07-19 19:57:58.922458,325.49,33.0,8.3,0.0,0
8374,2911298,2022-07-30 21:23:37.462887,336.15,20.2,8.4,0.3,51
5888,2911298,2022-07-21 05:05:38.698731,309.29,17.4,15.7,0.0,3
5179,2911298,2022-07-01 07:29:49.388000,317.33,17.1,20.1,0.5,53
4960,2911298,2022-07-19 16:11:46.440297,330.3,33.5,5.9,0.0,3
5926,2911298,2022-07-11 19:40:25.723408,324.9,20.9,13.2,0.0,1
5925,2911298,2022-07-26 11:58:08.964267,385.76,19.8,20.5,0.1,51
5968,2911298,2022-07-01 22:58:10.484849,176.33,15.5,6.5,0.0,1
5759,2911298,2022-07-05 23:05:26.615821,339.09,13.6,9.7,0.0,3
5796,2911298,2022-07-03 07:09:07.969005,58.4,18.3,5.3,0.0,1
5787,2911298,2022-07-19 08:47:42.816650,384.58,20.0,5.0,0.0,2
5808,2911298,2022-07-03 03:41:13.319033,165.28,18.5,10.7,0.0,3
4456,2911298,2022-07-17 09:43:54.574781,329.99,15.4,10.5,0.0,2
4356,2911298,2022-07-12 03:10:10.453399,317.19,11.7,5.9,0.0,2
4188,2911298,2022-07-24 07:21:02.915975,339.74,13.4,9.2,0.0,3
4028,2911298,2022-07-22 11:34:03.452517,328.53,19.0,19.1,0.0,3
5665,2911298,2022-07-10 06:55:30.648859,360.0,12.9,15.5,0.1,51
5660,2911298,2022-07-10 18:11:35.001675,60.66,17.8,24.7,0.0,3
5678,2911298,2022-07-11 15:33:18.822157,190.11,20.2,11.0,0.0,3
5560,2911298,2022-07-19 04:02:05.042417,462.73,13.9,9.7,0.0,0
5567,2911298,2022-07-19 19:13:44.684607,522.67,33.0,8.3,0.0,0
5593,2911298,2022-07-30 03:55:14.788831,347.8,16.8,5.8,1.1,55
5548,2911298,2022-07-25 20:39:00.214097,170.27,19.8,12.8,0.0,3
5482,2911298,2022-07-13 11:23:20.107864,339.92,24.6,13.3,0.0,3
5493,2911298,2022-07-03 04:05:23.653977,389.07,18.2,13.6,0.0,1
2991,2911298,2022-07-07 05:50:48.685543,331.59,14.6,17.8,1.1,55
2485,2911298,2022-07-02 07:34:36.472482,313.23,14.2,10.5,0.0,0
5383,2911298,2022-07-17 16:42:50.943725,343.35,21.5,12.2,0.0,3
5381,2911298,2022-07-17 07:27:55.133794,163.23,12.3,10.6,0.0,3
5281,2911298,2022-07-12 04:07:11.724086,173.24,10.7,7.6,0.0,0
5288,2911298,2022-07-27 08:35:26.463496,263.88,15.0,13.4,0.0,3
5275,2911298,2022-07-21 22:29:14.489677,168.7,18.3,10.5,0.1,51
5251,2911298,2022-07-02 00:19:35.261241,166.78,14.0,4.4,0.0,0
5238,2911298,2022-07-04 14:44:57.815674,162.15,21.5,19.2,0.0,2
5315,2911298,2022-07-07 04:08:11.580146,332.42,14.7,17.1,0.6,53
5314,2911298,2022-07-26 23:51:39.215248,170.21,14.3,13.4,0.0,3
1883,2911298,2022-07-21 19:42:04.001409,314.83,20.3,1.5,0.0,3
1806,2911298,2022-07-17 23:48:13.599227,325.43,16.6,4.6,0.0,0
1429,2911298,2022-07-18 14:42:26.381930,341.3,26.6,10.6,0.0,3
5186,2911298,2022-07-08 13:08:57.639467,522.89,17.8,22.1,0.1,51
5222,2911298,2022-07-05 18:29:55.878390,56.26,18.2,14.7,0.2,51
5237,2911298,2022-07-24 05:36:29.921574,191.83,10.2,5.8,0.0,0
5162,2911298,2022-07-18 11:07:57.324883,185.56,23.7,10.2,0.0,3
5215,2911298,2022-07-10 22:07:53.938793,162.04,13.7,10.8,0.0,0
5066,2911298,2022-07-07 06:41:58.183309,325.69,14.8,17.3,1.8,61
5089,2911298,2022-07-06 17:23:38.117304,390.26,19.1,20.3,0.0,3
5046,2911298,2022-07-15 14:26:28.286328,416.52,18.6,21.3,0.0,2
5096,2911298,2022-07-22 07:19:25.790024,168.86,16.2,15.2,0.1,51
4965,2911298,2022-07-02 04:15:57.451064,455.77,12.3,7.6,0.0,0
5004,2911298,2022-07-11 09:38:25.040163,544.77,15.5,6.2,0.0,3
5033,2911298,2022-07-18 10:20:49.889486,273.73,22.3,9.5,0.0,3
5013,2911298,2022-07-09 10:06:50.140582,60.26,17.3,22.0,0.2,51
1369,2911298,2022-07-23 16:49:39.773079,338.1,19.4,21.5,0.0,3
507,2911298,2022-07-18 12:09:46.027927,329.71,25.0,10.6,0.0,3
384,2911298,2022-07-03 21:28:09.582535,309.62,19.4,14.3,0.0,0
9756,2911298,2022-07-02 10:53:59.125201,325.03,19.6,13.8,0.0,0
9690,2911298,2022-07-13 15:16:01.946813,341.07,26.1,20.9,0.2,51
4848,2911298,2022-07-30 20:25:27.760700,167.77,22.8,13.4,0.6,53
4879,2911298,2022-07-17 05:47:41.281289,306.12,10.0,9.3,0.0,2
4922,2911298,2022-07-21 20:47:39.248464,160.15,20.5,3.6,0.0,2
4945,2911298,2022-07-16 15:39:02.999108,339.95,18.3,27.3,0.0,3
4762,2911298,2022-07-04 02:38:09.045547,337.76,14.7,11.9,0.0,1
4784,2911298,2022-07-27 17:31:10.689751,165.86,18.6,22.7,0.0,3
8810,2911298,2022-07-01 19:17:41.700001,330.43,17.1,8.4,0.0,3
7561,2911298,2022-07-27 00:44:58.388864,342.92,13.9,12.4,0.0,3
4716,2911298,2022-07-06 19:56:11.013741,502.71,17.5,12.3,0.0,3
4747,2911298,2022-07-12 21:15:05.247937,251.26,21.1,6.0,0.0,3
4714,2911298,2022-07-14 21:58:23.100409,389.76,15.6,18.0,0.0,0
4654,2911298,2022-07-27 03:20:57.414590,174.78,13.0,10.6,0.0,2
6566,2911298,2022-07-14 15:24:03.689941,318.2,19.5,18.9,0.0,3
6338,2911298,2022-07-24 15:24:55.700648,348.72,27.0,17.6,0.0,3
5897,2911298,2022-07-25 04:49:23.510411,326.79,20.4,12.7,0.0,3
5499,2911298,2022-07-07 09:20:59.817492,321.61,15.6,16.2,0.4,51
4566,2911298,2022-07-22 01:44:28.794441,171.49,18.0,10.2,0.1,51
5117,2911298,2022-07-03 18:21:49.056225,346.75,25.1,9.5,0.0,2
4297,2911298,2022-07-24 12:56:10.065033,321.08,25.1,14.7,0.0,2
4464,2911298,2022-07-03 18:24:13.928859,250.64,25.1,9.5,0.0,2
4534,2911298,2022-07-22 12:56:13.043914,59.13,19.5,18.4,0.0,3
4498,2911298,2022-07-16 07:06:21.758925,58.26,14.0,18.6,0.0,2
4473,2911298,2022-07-13 10:40:55.357485,166.25,23.1,11.4,0.0,1
4094,2911298,2022-07-16 05:22:00.078315,331.72,14.1,22.7,0.1,51
4033,2911298,2022-07-17 02:39:50.601763,319.98,12.2,7.6,0.0,2
3948,2911298,2022-07-02 16:50:52.346259,331.3,23.7,14.0,0.0,2
2695,2911298,2022-07-04 20:04:36.907094,331.54,18.1,18.1,0.0,1
2240,2911298,2022-07-19 02:28:13.652556,340.97,16.0,8.4,0.0,0
1960,2911298,2022-07-03 01:40:14.071318,348.28,16.6,11.0,0.0,3
1933,2911298,2022-07-14 23:18:54.432167,341.76,13.7,14.9,0.0,0
4410,2911298,2022-07-20 14:13:01.000186,60.05,37.8,14.3,0.0,0
1821,2911298,2022-07-28 23:08:27.893856,335.92,14.7,11.2,0.0,1
1779,2911298,2022-07-13 06:25:21.429092,333.02,18.2,11.7,0.0,3
1765,2911298,2022-07-17 13:57:10.378299,317.2,20.2,14.2,0.0,1
1323,2911298,2022-07-08 04:10:09.373327,321.07,13.0,14.5,0.0,2
4335,2911298,2022-07-02 13:13:47.912444,315.59,22.2,15.5,0.0,2
4325,2911298,2022-07-07 17:21:31.547430,169.37,17.2,26.3,0.0,3
4307,2911298,2022-07-30 10:00:04.856754,58.1,20.1,4.5,0.0,3
4190,2911298,2022-07-21 00:45:48.159506,169.82,21.6,15.3,0.0,2
4246,2911298,2022-07-20 17:27:05.262000,260.3,38.9,13.0,0.0,0
4217,2911298,2022-07-09 11:43:05.962813,266.79,18.5,20.8,0.1,51
4176,2911298,2022-07-27 09:55:12.843462,267.28,16.6,20.9,0.1,51
4167,2911298,2022-07-23 01:09:26.471491,173.86,16.1,7.1,0.0,3
1297,2911298,2022-07-23 06:08:38.029489,322.66,13.9,9.7,0.0,3
1243,2911298,2022-07-26 15:44:43.642436,324.25,20.1,23.0,0.0,3
1232,2911298,2022-07-07 22:03:39.406265,333.08,15.6,19.9,0.0,3
4115,2911298,2022-07-12 09:02:58.234002,317.7,17.2,9.8,0.0,2
1116,2911298,2022-07-18 18:45:11.237607,326.01,27.9,10.2,0.0,3
990,2911298,2022-07-07 09:34:51.736299,329.36,15.6,16.2,0.4,51
858,2911298,2022-07-04 12:50:01.145055,330.72,20.6,18.6,0.0,2
4029,2911298,2022-07-28 04:08:19.851049,527.82,9.5,6.5,0.0,3
4036,2911298,2022-07-06 12:37:46.324545,328.77,16.2,18.5,0.0,3
3975,2911298,2022-07-30 01:33:10.492763,248.56,18.2,9.3,0.0,3
4045,2911298,2022-07-04 15:09:24.807122,160.12,21.8,19.3,0.0,1
3993,2911298,2022-07-07 10:43:44.010858,158.33,16.6,13.7,0.1,51
4023,2911298,2022-07-07 08:48:35.857782,174.54,15.9,17.3,0.4,51
4011,2911298,2022-07-28 23:09:53.522589,173.04,14.7,11.2,0.0,1
3908,2911298,2022-07-07 12:13:12.596731,166.12,18.3,19.2,0.1,51
3935,2911298,2022-07-19 07:39:26.622669,395.86,16.7,7.0,0.0,0
3947,2911298,2022-07-15 18:13:43.473249,160.71,18.7,18.8,0.0,3
3907,2911298,2022-07-07 02:15:52.708193,176.87,14.5,17.5,0.3,51
36,2911298,2022-07-12 17:17:11.854335,338.42,24.8,10.0,0.0,3
8723,2911298,2022-07-27 16:10:16.579035,437.3,19.2,23.7,0.0,2
8720,2911298,2022-07-04 20:28:33.263998,438.86,18.1,18.1,0.0,1
3870,2911298,2022-07-26 15:17:56.258093,421.82,20.1,23.0,0.0,3
3785,2911298,2022-07-04 01:41:42.682248,337.77,15.2,10.2,0.0,0
3866,2911298,2022-07-25 10:51:34.898391,60.11,27.0,16.0,0.0,3
3874,2911298,2022-07-26 11:59:06.426089,179.08,19.8,20.5,0.1,51
3699,2911298,2022-07-24 04:04:18.900830,59.34,10.4,6.8,0.0,0
3761,2911298,2022-07-26 14:04:09.583019,176.72,20.2,23.7,0.0,2
8643,2911298,2022-07-02 11:21:23.434586,446.76,20.9,16.6,0.0,1
7571,2911298,2022-07-12 11:05:47.436404,441.32,19.4,11.4,0.0,2
3591,2911298,2022-07-07 23:08:47.129400,176.08,15.3,20.4,0.0,3
3595,2911298,2022-07-04 15:54:37.565592,251.29,21.8,19.3,0.0,1
7412,2911298,2022-07-16 12:54:33.875496,429.11,18.2,27.6,0.0,1
3518,2911298,2022-07-03 13:42:44.104979,462.57,25.2,7.0,0.0,1
3560,2911298,2022-07-13 11:38:05.479539,330.55,24.6,13.3,0.0,3
3563,2911298,2022-07-19 15:09:28.383971,190.35,33.0,5.2,0.0,3
3394,2911298,2022-07-08 01:37:45.480302,157.1,14.1,19.5,0.0,0
3460,2911298,2022-07-16 23:06:35.398650,341.06,13.5,13.0,0.0,3
3327,2911298,2022-07-10 05:01:18.056299,154.63,12.7,14.8,0.0,1
3387,2911298,2022-07-23 05:09:35.670678,55.97,13.8,7.4,0.0,3
